label,value
"Steroidal hormones, their derivatives and structural analogues; cortisone, hydrocortisone, prednisone (dehydrocortisone) and prednisolone (dehydrohydrocortisone)",293721
"Steroidal hormones, their derivatives and structural analogues; halogenated derivatives of corticosteroidal hormones",293722
"Steroidal hormones, their derivatives and structural analogues; oestrogens and progestogens",293723
"Steroidal hormones, their derivatives and structural analogues; other than cortisone, hydrocortisone, prednisone (dehydrocortisone), prednisolone (dehydrohydrocortisone), halogenated derivatives of corticosteroidal hormones, oestrogen and progestogens",293729
"Prostaglandins, thromboxanes and leukotrienes, their derivatives and structural analogues",293750
"Hormones, prostaglandins, thromboxanes and leukotrienes, natural or reproduced by synthesis; derivatives and structural analogues thereof, including chain modified polypeptides, used primarily as hormones, n.e.c. in heading 2937",293790
Glycosides; rutoside (rutin) and its derivatives,293810
"Glycosides; natural or reproduced by synthesis, other than rutoside (rutin) and its derivatives",293890
Alkaloids; of opium and their derivatives; salts thereof,293911
"Alkaloids; of opium and their derivatives; other than in 2939.11, salts thereof",293919
Alkaloids; of cinchona and their derivatives; salts thereof,293920
Alkaloids; caffeine and its salts,293930
Alkaloids; ephedrine and its salts,293941
Alkaloids; pseudoephedrine (INN) and its salts,293942
Alkaloids; of ephedrine and their derivatives; cathine (INN) and its salts,293943
Alkaloids; of ephedrine and their derivatives; norephedrine and its salts,293944
"Alkaloids; of ephedrine and their derivatives; levometamfetamine, metamfetamine (INN), metamefetamine racemate and their salts",293945
"Alkaloids; of ephedrine and their derivatives; other than ephedrine, pseudoephedrine (INN), norephedrine, cathine (INN), levometamfetamine, metamfetamine (INN), metamefetamine racemate and their salts",293949
"Alkaloids; theophylline and aminophylline (theophylline-ethylenediamine) and their derivatives; salts thereof, fenetylline (INN) and its salts",293951
"Alkaloids; theophylline and aminophylline (theophylline-ethylenediamine) and their derivatives; salts thereof, other than fenetylline",293959
"Alkaloids; of rye ergot and their derivatives, ergometrine (INN) and its salts",293961
"Alkaloids; of rye ergot and their derivatives, ergotamine (INN) and its salts",293962
"Alkaloids; of rye ergot and their derivatives, lysergic acid and its salts",293963
"Alkaloids; of rye ergot and their derivatives, salts thereof, n.e.c. in item no. 2939.6",293969
"Alkaloids; of vegetal origin, cocaine, ecgonine; salts, esters and other derivatives thereof",293972
"Alkaloids; of vegetal origin, other than cocaine, ecgonine, levometamfetamine, metamfetamine (INN), metamfetamine racemate; salts, esters and other derivatives; n.e.c. in heading no. 2939",293979
"Alkaloids; natural or reproduced by synthesis, and their salts, esters and other derivatives n.e.c. in heading no. 2939",293980
"Sugars, chemically pure, other than sucrose, lactose, maltose, glucose and fructose; sugar ethers, sugar acetals and sugar esters, and their salts, other than the products of heading 29.37, 29.38, or 29.39",294000
Antibiotics; penicillins and their derivatives with a penicillanic acid structure; salts thereof,294110
Antibiotics; streptomycins and their derivatives; salts thereof,294120
Antibiotics; tetracyclines and their derivatives; salts thereof,294130
Antibiotics; chloramphenicol and its derivatives; salts thereof,294140
Antibiotics; erythromycin and its derivatives; salts thereof,294150
Antibiotics; n.e.c. in heading no. 2941,294190
Organic compounds; n.e.c. in chapter 29,294200
"Glands and other organs; extracts of glands or other organs or of their secretions, for organo-therapeutic uses",300120
"Glands and other organs; heparin and its salts; other human or animal substances prepared for therapeutic or prophylactic uses, n.e.c. in heading 3001",300190
"Blood, human or animal, antisera, other blood fractions and immunological products; antisera and other blood fractions",300212
"Blood, human or animal, antisera, other blood fractions and immunological products; immunological products, unmixed, not put up in measured doses or in forms or packings for retail sale",300213
"Blood, human or animal, antisera, other blood fractions and immunological products; immunological products, mixed, put up in measured doses or in forms or packings for retail sale",300214
"Blood, human or animal, antisera, other blood fractions and immunological products; immunological products, put up in measured doses or in forms or packings for retail sale",300215
"Vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products; for human medicine",300241
"Vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products; for veterinary medicine",300242
"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",300249
"Cell cultures, whether or not modified; cell therapy products",300251
"Cell cultures, whether or not modified; other cell cultures not including cell therapy products",300259
"Toxins, cultures of micro-organisms (excluding yeasts) and similar products",300290
"Medicaments; containing penicillins, streptomycins or their derivatives, for therapeutic or prophylactic uses, (not in measured doses, not packaged for retail sale)",300310
"Medicaments; containing antibiotics other than penicillins, streptomycins and their derivatives, for therapeutic or prophylactic uses, (not in measured doses, not packaged for retail sale)",300320
"Medicaments; containing insulin, for therapeutic or prophylactic uses, not packaged for retail sale",300331
"Medicaments; containing hormones (excluding insulin), (but not containing antibiotics), for therapeutic or prophylactic uses, not packaged for retail sale",300339
"Medicaments; containing alkaloids or their derivatives, containing ephedrine or its salts, for therapeutic or prophylactic uses, (not packaged for retail sale)",300341
"Medicaments; containing alkaloids or their derivatives, containing pseudoephedrine (INN) or its salts, for therapeutic or prophylactic uses, (not packaged for retail sale)",300342
"Medicaments; containing alkaloids or their derivatives, containing norephedrine or its salts, for therapeutic or prophylactic uses, (not packaged for retail sale)",300343
"Medicaments; containing alkaloids or their derivatives; other than ephedrine, pseudoephedrine (INN) or norephedrine or their salts; for therapeutic or prophylactic uses, (not packaged for retail sale)",300349
"Medicaments; containing antimalarial active principles described in subheading note 2 to this chapter, for therapeutic or prophylactic uses, (not packaged for retail sale)",300360
"Medicaments; (not containing antibiotics, hormones, alkaloids or their derivatives), for therapeutic or prophylactic uses, (not packaged for retail sale)",300390
"Medicaments; containing penicillins, streptomycins or their derivatives, for therapeutic or prophylactic uses, packaged for retail sale",300410
"Medicaments; containing antibiotics (other than penicillins, streptomycins or their derivatives), for therapeutic or prophylactic uses, packaged for retail sale",300420
"Medicaments; containing insulin, for therapeutic or prophylactic uses, packaged for retail sale",300431
"Medicaments; containing corticosteroid hormones, their derivatives or structural analogues (but not containing antibiotics), for therapeutic or prophylactic uses, packaged for retail sale",300432
"Medicaments; containing hormones (but not insulin), adrenal cortex hormones or antibiotics, for therapeutic or prophylactic uses, packaged for retail sale",300439
"Medicaments; containing alkaloids or their derivatives, containing ephedrine or its salts, for therapeutic or prophylactic uses, packaged for retail sale",300441
"Medicaments; containing alkaloids or their derivatives, containing pseudoephedrine (INN) or its salts, for therapeutic or prophylactic uses, packaged for retail sale",300442
"Medicaments; containing alkaloids or their derivatives, containing norephedrine or its salts, for therapeutic or prophylactic uses, packaged for retail sale",300443
"Medicaments; containing alkaloids or their derivatives; other than ephedrine, pseudoephedrine (INN) or norephedrine or their salts; for therapeutic or prophylactic uses, packaged for retail sale",300449
"Medicaments; containing vitamins or their derivatives, for therapeutic or prophylactic use, packaged for retail sale",300450
"Medicaments; containing antimalarial active principles described in Subheading Note 2 to this Chapter, for therapeutic or prophylactic uses, packaged for retail sale",300460
"Medicaments; consisting of mixed or unmixed products n.e.c. in heading no. 3004, for therapeutic or prophylactic uses, packaged for retail sale",300490
"Dressings, adhesive; and other articles having an adhesive layer, packed for retail sale for medical, surgical, dental or veterinary purposes",300510
"Wadding, gauze, bandages and similar articles; (excluding adhesive dressings), impregnated or coated with pharmaceutical substances, packaged for retail sale",300590
"Pharmaceutical goods; sterile surgical catgut, suture materials, tissue adhesives, laminaria, laminaria tents, absorbable surgical or dental haemostatics, and surgical or dental adhesion barriers",300610
"Pharmaceutical goods; opacifying preparations for x-ray examinations, diagnostic reagents designed to be administered to the patient",300630
"Pharmaceutical goods; dental cements and other dental fillings, bone reconstruction cements",300640
Pharmaceutical goods; first aid boxes and kits,300650
"Pharmaceutical goods; chemical contraceptive preparations based on hormones, on other products of heading 2937 or on spermicides",300660
Pharmaceutical goods; Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,300670
Pharmaceutical goods; appliances identifiable for ostomy use,300691
"Pharmaceutical goods; placebos and blinded (or double-blinded) clinical trial kits for a recognised clinical trial, put up in measured doses",300693
"Colouring matter of vegetable or animal origin, including dyeing extracts not animal black, whether or not chemically defined; preparations based on colouring matter of vegetable or animal origin",320300
Dyes; basic dyes and preparations based thereon,320413
Dyes; carotenoid colouring matters and preparations based thereon,320418
"Dyes; synthetic organic products n.e.c. in heading no. 3204 (e.g. of a kind used as luminophores), whether or not chemically defined",320490
"Soap and organic surface-active products; in the form of bars, cakes, moulded shapes, and paper, wadding, felt and nonwovens, impregnated, coated or covered with soap or detergent, for toilet use (including medicated products)",340111
"Soap and organic surface-active products; in the form of bars, cakes, moulded shapes, and paper, wadding, felt and nonwovens, impregnated, coated or covered with soap or detergent, not for toilet use",340119
Soap; in forms n.e.c. in item no. 3401.11,340120
"Organic surface-active products and preparations for washing the skin, in the form of liquid or cream and put up for retail sale, whether or not containing soap",340130
"Anionic organic surface-active agents (other than soap); other than linear alkylbenzene sulphonic acids and their salts, whether or not put up for retail sale",340239
"Organic surface-active agents; cationic (other than soap), whether or not put up for retail sale",340241
"Organic surface-active agents; non-ionic (other than soap), whether or not put up for retail sale",340242
"Washing and cleaning preparations; powders, flakes and granules, surface-active, whether or not containing soap (excluding those of heading no. 3401), put up for retail sale",340250
Enzymes and prepared enzymes; other than rennet and concentrates thereof,350790
Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,380894
"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",382100
"Reagents; diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, whether or not put up in the form of kits; for malaria",382211
"Reagents; diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, whether or not put up in the form of kits; for zika and other diseases transmitted by mosquitoes of the genus Aedes",382212
"Reagents; diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, whether or not put up in the form of kits; for blood grouping",382213
"Reagents; diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, whether or not put up in the form of kits; n.e.c.in item 3822.1",382219
"Reagents; diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, or put up in the form of kits, other than those of heading 30.06; certified reference materials, n.e.c. in heading 3822",382290
"Chemical products, mixtures and preparations; containing goods specified in Subheading Note 3 to this Chapter; containing oxirane (ethylene oxide)",382481
"Chemical products, mixtures and preparations; containing goods specified in Subheading Note 3 to this Chapter; containing polychlorinated biphenyls (PCBs), polychlorinated terphenyls (PCTs) or polybrominated biphenyls (PBBs)",382482
"Chemical products, mixtures and preparations; containing goods specified in Subheading Note 3 to this Chapter; containing tris(2,3-dibromopropyl) phosphate",382483
"Chemical products, mixtures and preparations; containing aldrin, camphechlor (toxaphene), chlordane, chlordecone, DDT (chlorfenotane, 1,1,1-trichloro-2,2-bis(p-chlorophenyl)ethane), dieldrin, endosulfan, endrin, heptachlor or mirex",382484
"Chemical products, mixtures and preparations; containing goods specified in Subheading Note 3 to this Chapter; containing 1,2,3,4,5,6-hexachlorocyclohexane (HCH (ISO)), including lindane (ISO, INN)",382485
"Chemical products, mixtures and preparations; containing goods specified in Subheading Note 3 to this Chapter; containing pentachlorobenzene (ISO) or hexachlorobenzene (ISO)",382486
"Chemical products, mixtures and preparations; containing goods specified in Subheading Note 3 to this Chapter; containing perfluorooctane sulphonic acid, its salts, perfluorooctane sulphonamides, or perfluorooctane sulphonyl fluoride",382487
"Chemical products, mixtures and preparations; containing goods specified in Subheading Note 3 to this Chapter; containing tetra-, penta-, hexa-, hepta- or octabromodiphenyl ethers",382488
"Chemical products, mixtures and preparations; containing goods specified in Subheading Note 3 to this Chapter; containing short-chain chlorinated paraffins",382489
"Chemical products, mixtures and preparations; consisting mainly of (5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl methyl methylphosphonate and bis[(5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl] methylphosphonate",382491
"Chemical products, mixtures and preparations; polyglycol esters of methylphosphonic acid",382492
"Chemical products, mixtures and preparations; n.e.c. heading 3824",382499
"Residual products of the chemical or allied industries, not elsewhere specified or included; n.e.c. in 3825 or 27.10",382590
"Mixtures containing halogenated derivatives of methane, ethane or propane, not elsewhere specified or included; containing chlorofluorocarbons (CFCs), whether or not containing hydrochlorofluorocarbons (HCFCs), perfluorocarbons (PFCs) or hydrofluorocarbon",382711
"Mixtures containing halogenated derivatives of methane, ethane or propane, not elsewhere specified or included; containing hydrobromofluorocarbons (HBFCs)",382712
"Mixtures containing halogenated derivatives of methane, ethane or propane, not elsewhere specified or included; containing carbon tetrachloride",382713
"Mixtures containing halogenated derivatives of methane, ethane or propane, not elsewhere specified or included; containing 1,1,1-trichloroethane (methyl chloroform)",382714
"Mixtures containing halogenated derivatives of methane, ethane or propane, not elsewhere specified or included; containing bromochlorodifluoromethane (Halon-1211), bromotrifluoromethane (Halon-1301) or dibromotetrafluoroethanes (Halon-2402)",382720
"Mixtures containing halogenated derivatives of methane, ethane or propane; containing hydrochlorofluorocarbons (HCFCs), perfluorocarbons (PFCs) or hydrofluorocarbons (HFCs) or not, but not containing chlorofluorocarbons (CFCs); containing substances of su",382731
"Mixtures containing halogenated methane, ethane, propane; containing hydrochlorofluorocarbons (HCFCs), perfluorocarbons (PFCs) or hydrofluorocarbons (HFCs) or not, not chlorofluorocarbons (CFCs); containing substances of subheadings 2903.71 to 2903.75",382732
"Mixtures containing halogenated methane, ethane, or propane; containing hydrochlorofluorocarbons (HCFCs), perfluorocarbons (PFCs) or hydrofluorocarbons (HFCs) or not, but not chlorofluorocarbons (CFCs); n.e.c. in subheading 3827.3",382739
"Mixtures containing halogenated derivatives of methane, ethane or propane; containing hydrochlorofluorocarbons (HCFCs), perfluorocarbons (PFCs) or hydrofluorocarbons (HFCs) or not, but not containing chlorofluorocarbons (CFCs); containing bromomethane (me",382740
"Mixtures containing halogenated derivatives of methane, ethane or propane; containing trifluoromethan (HFC-23) or perfluorocarbons (PFCs) but not containing chlorofluorocarbons (CFCs) or hydrochlorofluorocarbons (HCFCs); containing trifluoromethane (HFC-2",382751
"Mixtures containing halogenated derivatives of methane, ethane or propane; containing trifluoromethan (HFC-23) or perfluorocarbons (PFCs) not containing chlorofluorocarbons (CFCs) or hydrochlorofluorocarbons (HCFCs); other mixtures n.e.c. in subheading 38",382759
"Mixtures containing halogenated derivatives of methane, ethane or propane; containing other hydrofluorocarbons (HFCs) but not containing chlorofluorocarbons (CFCs) or hydrochlorofluorocarbons (HCFCs); containing 15% or more by mass of 1,1,1-trifluoroethan",382761
"Mixtures containing halogenated derivatives of methane, ethane or propane; containing other hydrofluorocarbons (HFCs) but not containing chlorofluorocarbons (CFCs) or hydrochlorofluorocarbons (HCFCs); other mixtures, not included in the subheading above, ",382762
"Mixtures containing halogenated derivatives of methane, ethane or propane; containing other hydrofluorocarbons (HFCs) but not containing chlorofluorocarbons (CFCs) or hydrochlorofluorocarbons (HCFCs); other mixtures not included in the subheadings above, ",382763
"Mixtures containing halogenated derivatives of methane, ethane or propane; containing other hydrofluorocarbons (HFCs) but not containing chlorofluorocarbons (CFCs) or hydrochlorofluorocarbons (HCFCs); other mixtures, not included in the subheadings above,",382764
"Mixtures containing halogenated derivatives of methane, ethane or propane; containing other hydrofluorocarbons (HFCs) but not containing chlorofluorocarbons (CFCs) or hydrochlorofluorocarbons (HCFCs); other mixtures, not included in the subheadings above,",382765
"Mixtures containing halogenated derivatives of methane, ethane or propane; containing other hydrofluorocarbons (HFCs) but not containing chlorofluorocarbons (CFCs) or hydrochlorofluorocarbons (HCFCs); other mixtures, not included in the subheadings above,",382768
"Mixtures containing halogenated derivatives of methane, ethane or propane; containing other hydrofluorocarbons (HFCs) but not containing chlorofluorocarbons (CFCs) or hydrochlorofluorocarbons (HCFCs); n.e.c. in items no. 3827.5 and 3827.6, not containing ",382769
"Mixtures containing halogenated derivatives of methane, ethane or propane; n.e.c. in subheading no 3827",382790
"Ethylene polymers; in primary forms, polyethylene having a specific gravity of less than 0.94",390110
"Ethylene polymers; in primary forms, polyethylene having a specific gravity of 0.94 or more",390120
"Ethylene polymers; in primary forms, ethylene-vinyl acetate copolymers",390130
"Ethylene polymers; in primary forms, ethylene-alpha-olefin copolymers, having a specific gravity of less than 0.94",390140
"Ethylene polymers; in primary forms, n.e.c. in heading no. 3901",390190
"Propylene, other olefin polymers; polypropylene in primary forms",390210
"Propylene, other olefin polymers; n.e.c. in heading no. 3902, in primary forms",390290
"Styrene polymers; expansible polystyrene, in primary forms",390311
"Styrene polymers; (other than expansible polystyrene), in primary forms",390319
"Halogenated olefin polymers; fluoro-polymers, polytetrafluoroethylene, in primary forms",390461
"Vinyl acetate, vinyl ester polymers, vinyl polymers; n.e.c. in heading no. 3905, in primary forms, copolymers",390591
"Vinyl acetate, vinyl ester polymers, vinyl polymers; n.e.c. in heading no. 3905, in primary forms, other than copolymers",390599
"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",390690
Polyacetals; in primary forms,390710
"Polyethers other than polyacetals; in primary forms, bis(polyoxyethylene) methylphosphonate",390721
"Polyethers other than polyacetals, and bis(polyoxyethylene) methylphosphonate; in primary forms",390729
Epoxide resins; in primary forms,390730
Polycarbonates; in primary forms,390740
"Poly(ethylene terephthalate); in primary forms, having a viscosity of 78ml/g or higher",390761
"Poly(ethylene terephthalate); in primary forms, having a viscosity of less than 78ml/g",390769
Poly(lactic acid); in primary forms,390770
"Polyesters; n.e.c. in heading no. 3907, saturated, in primary forms",390799
"Polyamides; polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms",390810
"Amino-resins; urea and thiourea resins, in primary forms",390910
Phenolic resins; in primary forms,390940
Silicones; in primary forms,391000
"Petroleum resins, poly(1,3-phenylene methylphosphonate), in primary forms",391120
"Polysulphides, polysulphones and similar products of chemical synthesis n.e.c. in chapter 39; in primary forms",391190
Cellulose nitrates (including collodions); in primary forms,391220
"Cellulose ethers; carboxymethylcellulose and its salts, in primary forms",391231
"Cellulose ethers; (other than carboxymethylcellulose and its salts), in primary forms",391239
"Cellulose and its chemical derivatives; n.e.c. in item no. 3912, in primary forms",391290
"Polymers, natural and modified natural; in primary forms (excluding alginic acid, its salts and esters)",391390
"Ion-exchangers; based on polymers of heading no. 3901 to 3913, in primary forms",391400
"Ethylene polymers; sacks and bags (including cones), for the conveyance or packing of goods",392321
"Plastics; sacks and bags (including cones), for the conveyance or packing of goods, of plastics other than ethylene polymers",392329
"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",392620
Plastics; other articles n.e.c. in chapter 39,392690
"Rubber; synthetic, acrylonitrile-butadiene rubber (NBR), latex, in primary forms or in plates, sheets or strip",400251
"Rubber; synthetic, acrylonitrile-butadiene rubber (NBR), (other than latex), in primary forms or in plates, sheets or strip",400259
"Rubber; vulcanised (other than hard rubber), gloves, of a kind used for medical, surgical, dental or veterinary purposes",401512
"Rubber; vulcanised (other than hard rubber), gloves, mittens and mitts other than surgical gloves",401519
"Rubber; vulcanised (other than hard rubber), articles of apparel and clothing accessories (other than gloves, mittens and mitts)",401590
"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",481850
"Paper articles; articles of paper, cellulose wadding or fibres, n.e.c. in heading no. 4818",481890
"Paper pulp, paper, paperboard, cellulose wadding or webs of cellulose fibres; articles n.e.c. in heading no. 4823",482390
"Wadding; other articles thereof, of man-made fibres",560122
"Nonwovens; whether or not impregnated, coated, covered or laminated, of man-made filaments, (weighing more than 25g/m2 but not more than 70g/m2)",560312
"Nonwovens; whether or not impregnated, coated, covered or laminated, of man-made filaments, (weighing more than 70g/m2 but not more than 150g/m2)",560313
"Nonwovens; whether or not impregnated, coated, covered or laminated, of man-made filaments, (weighing more than 150g/m2)",560314
"Nonwovens; whether or not impregnated, coated, covered or laminated, not of man-made filaments, (weighing more than 25g/m2 but not more than 70g/m2)",560392
"Nonwovens; whether or not impregnated, coated, covered or laminated, not of man-made filaments, (weighing more than 70g/m2 but not more than 150g/m2)",560393
"Gloves, mittens and mitts; knitted or crocheted, impregnated, coated, covered or laminated with plastics or rubber",611610
Garments; of felt or non-wovens (not knitted or crocheted),621010
"Garments; women's or girls', n.e.c. in item no. 6210.3, of the fabrics of heading no. 5602, 5603, 5903, 5906 or 5907 (not knitted or crocheted)",621050
"Gloves, mittens and mitts (not knitted or crocheted)",621600
"Textiles; made up articles (including dress patterns), n.e.c. in chapter 63, n.e.c. in heading no. 6307",630790
Footwear; n.e.c. in chapter 64,640590
"Hats and other headgear; knitted or crocheted, or made up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed; hair-nets of any material, whether or not lined or trimmed",650500
"Containers for compressed or liquefied gas, of iron or steel",731100
"Iron or steel; sanitary ware and parts thereof, excluding sinks, wash basins and baths",732490
Aluminium; containers for compressed or liquefied gas,761300
"Gas-tight biological safety cabinets; whether or not fitted with filters, having a maximum horizontal side not exceeding 120cm",841470
"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",841920
"Machinery, plant and laboratory equipment; for treating materials by change of temperature, other than for making hot drinks or cooking or heating food",841989
"Machinery; for filtering or purifying gases, other than intake air filters, catalytic converters or particulate filters for internal combustion engines",842139
"Machinery; for working rubber or plastics or for the manufacture of products from these materials, n.e.c. in this chapter",847780
Machines for additive manufacturing; by plastic or rubber deposit,848520
"Electrical capacitors; fixed, aluminium electrolytic",853222
"Electrical and electronic waste and scrap; of a kind used principally for the recovery of precious metal, containing primary cells and batteries, electric accumulators, mercury-switches, glass from cathode ray tubes or other activated glass, or electrical",854921
Waste and scrap; of a kind used principally for the recovery of precious metal n.e.c. in item no 8549.21,854929
"Electrical and electronic waste and scrap; electrical and electronic assemblies and printed circuit boards, other than those used principally for the recovery of precious metal, containing primary cells and batteries, electric accumulators, mercury-switch",854931
"Waste and scrap; electrical and electronic assemblies and printed circuit boards, other than those used principally for the recovery of precious metal n.e.c. in item no 8549.31",854939
Waste and scrap; n.e.c. in heading no 8549,854991
Waste and scrap; n.e.c. in item no 8549.91,854999
"Vehicles; break-down lorries, road-sweepers, spraying lorries, mobile workshops, mobile radiological units, and other special purpose vehicles n.e.c. in heading no. 8705",870590
Carriages for disabled persons; not mechanically propelled,871310
Carriages for disabled persons; mechanically propelled,871390
"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",900490
"Medical, surgical instruments and appliances; electro-cardiographs",901811
"Medical, surgical instruments and appliances; ultrasonic scanning apparatus",901812
"Medical, surgical instruments and appliances; magnetic resonance imaging apparatus",901813
"Medical, surgical instruments and appliances; scintigraphic apparatus",901814
"Medical, surgical instruments and appliances; electro-diagnostic apparatus (including apparatus for functional exploratory examination or for checking physiological parameters), n.e.c. in item no. 9018.1",901819
"Medical, surgical instruments and appliances; syringes, with or without needles",901831
"Medical, surgical instruments and appliances; tubular metal needles and needles for sutures",901832
"Medical, surgical instruments and appliances; catheters, cannulae and the like",901839
"Medical, surgical or dental instruments and appliances; n.e.c. in heading no. 9018",901890
"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",901920
Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,902000
"Apparatus based on the use of x-rays; including radiography or radiotherapy apparatus, whether or not for medical, surgical, dental or veterinary uses, computed tomography apparatus",902212
"Thermometers and pyrometers; (other than liquid filled, for direct reading), not combined with other instruments",902519
"Instruments and apparatus; for measuring or checking variables of liquids or gases (excluding pressure or the flow and level of liquids and those of heading no. 9014, 9015, 9028 and 9032)",902680
"Instruments and apparatus; using optical radiations (UV, visible, IR), (other than spectrometers, spectrophotometers and spectrographs)",902750
"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, mass spectrometers",902781
"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, exposure meters",902789
"Meters; liquid supply or production meters, including calibrating meters thereof",902820
"Furniture; for medical, surgical, veterinary use (e.g. operating tables, examination tables, hospital beds with mechanical fittings) and parts thereof",940290
